Team,Season,HomeAttack,HomeDefense,AwayAttack,AwayDefense
Southampton,2021/22,0.8,0.9677419354838709,0.8064516129032258,1.4956521739130435
Norwich,2021/22,0.41739130434782606,1.7338709677419353,0.4435483870967742,1.4260869565217393
Liverpool,2021/22,1.7043478260869567,0.36290322580645157,1.8145161290322578,0.591304347826087
Burnley,2021/22,0.6260869565217392,1.0080645161290323,0.6451612903225806,0.9739130434782609
Brighton,2021/22,0.6608695652173914,0.9274193548387096,0.9274193548387096,0.7304347826086958
Man United,2021/22,1.1130434782608696,0.8870967741935484,1.0080645161290323,1.2173913043478262
Leeds,2021/22,0.6608695652173914,1.532258064516129,0.9274193548387096,1.4260869565217393
Chelsea,2021/22,1.2869565217391306,0.8870967741935484,1.5725806451612905,0.3826086956521739
Crystal Palace,2021/22,0.9391304347826087,0.6854838709677419,0.9274193548387096,1.0086956521739132
Newcastle,2021/22,0.9043478260869566,1.0887096774193548,0.7258064516129031,1.2173913043478262
West Ham,2021/22,1.1478260869565218,1.0483870967741935,1.0887096774193548,0.8695652173913044
Tottenham,2021/22,1.3217391304347827,0.7661290322580645,1.25,0.7304347826086958
Man City,2021/22,2.0173913043478264,0.6048387096774194,1.6532258064516128,0.3826086956521739
Crystal Palace,2022/23,0.6763285024154589,0.9935205183585314,0.8207343412526998,0.8373590982286634
Arsenal,2022/23,1.7069243156199676,1.0799136069114472,1.511879049676026,0.5797101449275361
Tottenham,2022/23,1.1916264090177133,1.0799136069114472,1.4254859611231103,1.2238325281803542
Southampton,2022/23,0.6119162640901771,1.5982721382289418,0.7343412526997841,1.1594202898550723
Everton,2022/23,0.5152979066022544,1.1663066954643628,0.7775377969762419,0.966183574879227
Chelsea,2022/23,0.644122383252818,0.8207343412526998,0.7775377969762419,0.9017713365539451
Newcastle,2022/23,1.1594202898550723,0.6047516198704104,1.3822894168466524,0.6119162640901771
Nott'm Forest,2022/23,0.8695652173913043,1.0367170626349893,0.4751619870410368,1.4170692431561998
Fulham,2022/23,0.9983896940418678,1.2526997840172789,1.0367170626349893,0.7729468599033815
Liverpool,2022/23,1.4814814814814814,0.7343412526997841,1.2526997840172789,0.966183574879227
Bournemouth,2022/23,0.644122383252818,1.2095032397408207,0.7343412526997841,1.3848631239935587
Aston Villa,2022/23,1.0628019323671498,0.9071274298056157,0.7775377969762419,0.8051529790660226
Leeds,2022/23,0.8373590982286634,1.5982721382289418,0.9503239740820736,1.3204508856682768
Wolves,2022/23,0.6119162640901771,0.8639308855291576,0.5183585313174947,1.2238325281803542
Leicester,2022/23,0.7407407407407407,1.1663066954643628,1.2095032397408207,1.3204508856682768
Brentford,2022/23,1.1272141706924315,0.7775377969762419,0.9935205183585314,0.9017713365539451
Man United,2022/23,1.1594202898550723,0.4319654427645788,0.9503239740820736,1.0628019323671498
Brighton,2022/23,1.1916264090177133,0.9071274298056157,1.511879049676026,1.0305958132045088
West Ham,2022/23,0.8373590982286634,1.0367170626349893,0.6911447084233262,0.9983896940418678
Man City,2022/23,1.932367149758454,0.7343412526997841,1.4686825053995682,0.5152979066022544
Burnley,2023/24,0.5555555555555556,1.5302491103202847,0.7829181494661922,1.023391812865497
Man City,2023/24,1.4912280701754386,0.5693950177935942,1.601423487544484,0.5263157894736842
Sheffield United,2023/24,0.5555555555555556,2.0284697508896796,0.5693950177935942,1.3742690058479532
Crystal Palace,2023/24,1.0818713450292399,0.9252669039145908,0.7117437722419929,0.935672514619883
Newcastle,2023/24,1.432748538011696,0.7829181494661922,1.2811387900355873,1.1695906432748537
Aston Villa,2023/24,1.4035087719298245,0.99644128113879,0.99644128113879,0.9649122807017544
Everton,2023/24,0.6432748538011696,0.6405693950177936,0.6405693950177936,0.9649122807017544
Fulham,2023/24,0.9064327485380117,0.8540925266903915,0.8540925266903915,1.0818713450292399
Brighton,2023/24,0.8771929824561403,0.9608540925266904,0.8896797153024912,1.023391812865497
Luton,2023/24,0.8187134502923976,1.316725978647687,0.8540925266903915,1.4035087719298245
Bournemouth,2023/24,0.7894736842105263,0.99644128113879,0.9608540925266904,1.1403508771929824
West Ham,2023/24,0.9064327485380117,0.99644128113879,1.0320284697508897,1.345029239766082
Arsenal,2023/24,1.4035087719298245,0.5693950177935942,1.5302491103202847,0.38011695906432746
Nott'm Forest,2023/24,0.7894736842105263,1.0676156583629894,0.7829181494661922,1.0818713450292399
Brentford,2023/24,0.847953216374269,1.209964412811388,0.9608540925266904,0.9064327485380117
Tottenham,2023/24,1.1111111111111112,0.9608540925266904,1.2811387900355873,0.9941520467836257
Chelsea,2023/24,1.286549707602339,0.9252669039145908,1.1743772241992882,1.0818713450292399
Liverpool,2023/24,1.432748538011696,0.604982206405694,1.316725978647687,0.7017543859649122
Man United,2023/24,0.9064327485380117,0.99644128113879,0.9252669039145908,0.8771929824561403
Wolves,2023/24,0.7602339181286549,1.0676156583629894,0.8540925266903915,1.023391812865497
Man United,2024/25,0.8,1.037037037037037,0.7777777777777779,0.9043478260869566
Fulham,2024/25,0.9391304347826087,1.1111111111111112,1.0,0.8347826086956521
Ipswich,2024/25,0.48695652173913045,1.6296296296296298,0.8148148148148149,1.3217391304347827
Liverpool,2024/25,1.4608695652173915,0.5925925925925926,1.6296296296296298,0.8695652173913044
Arsenal,2024/25,1.2173913043478262,0.6296296296296297,1.2592592592592593,0.591304347826087
Wolves,2024/25,0.9391304347826087,1.1851851851851851,1.0,1.2869565217391306
Everton,2024/25,0.9043478260869566,0.8518518518518519,0.5925925925925926,0.7304347826086958
Brighton,2024/25,1.0434782608695652,0.962962962962963,1.3333333333333333,1.1478260869565218
Newcastle,2024/25,1.391304347826087,0.7407407407407407,1.037037037037037,0.9391304347826087
Southampton,2024/25,0.4521739130434783,1.740740740740741,0.4814814814814815,1.356521739130435
Nott'm Forest,2024/25,0.9043478260869566,0.5925925925925926,1.1851851851851851,1.0434782608695652
Bournemouth,2024/25,0.8,0.5925925925925926,1.2962962962962963,1.0434782608695652
West Ham,2024/25,0.8,1.2592592592592593,0.8518518518518519,0.9739130434782609
Aston Villa,2024/25,1.182608695652174,0.7407407407407407,0.8888888888888888,1.0782608695652174
Brentford,2024/25,1.391304347826087,1.2962962962962963,0.962962962962963,0.7652173913043478
Crystal Palace,2024/25,0.8347826086956521,0.962962962962963,1.0,0.8695652173913044
Chelsea,2024/25,1.2173913043478262,0.6666666666666666,1.0740740740740742,0.8695652173913044
Man City,2024/25,1.4956521739130435,0.8518518518518519,1.0740740740740742,0.7304347826086958
Leicester,2024/25,0.5217391304347826,1.2592592592592593,0.6666666666666666,1.6
Tottenham,2024/25,1.2173913043478262,1.2962962962962963,1.0740740740740742,1.0434782608695652
Liverpool,2025/26,1.1724137931034482,0.8602150537634409,1.2473118279569895,1.1379310344827587
Bournemouth,2025/26,1.0,0.8602150537634409,1.2473118279569895,1.1724137931034482
Wolves,2025/26,0.6551724137931034,1.4623655913978495,0.34408602150537637,1.1724137931034482
Man City,2025/26,1.5517241379310343,0.6021505376344086,1.3763440860215055,0.7241379310344828
Tottenham,2025/26,0.7586206896551724,1.3333333333333335,1.1182795698924732,0.896551724137931
Burnley,2025/26,0.6206896551724137,1.2473118279569895,0.8602150537634409,1.586206896551724
Aston Villa,2025/26,1.103448275862069,0.946236559139785,1.032258064516129,0.9310344827586207
Newcastle,2025/26,1.2413793103448274,1.2903225806451615,0.7311827956989247,0.8620689655172414
Brighton,2025/26,1.0344827586206897,0.8602150537634409,0.946236559139785,0.896551724137931
Fulham,2025/26,1.0344827586206897,0.8602150537634409,0.7311827956989247,1.0689655172413792
Sunderland,2025/26,0.8620689655172414,0.8602150537634409,0.7311827956989247,0.9655172413793103
West Ham,2025/26,0.9310344827586207,1.2903225806451615,0.8172043010752689,1.206896551724138
Chelsea,2025/26,0.896551724137931,1.0752688172043012,1.3763440860215055,0.9310344827586207
Crystal Palace,2025/26,0.6551724137931034,0.989247311827957,0.946236559139785,0.9655172413793103
Nott'm Forest,2025/26,0.689655172413793,0.989247311827957,1.2043010752688172,0.9655172413793103
Brentford,2025/26,1.1379310344827587,0.9032258064516131,0.946236559139785,1.0689655172413792
Man United,2025/26,1.3448275862068966,1.032258064516129,1.2903225806451615,0.896551724137931
Arsenal,2025/26,1.4137931034482758,0.4731182795698925,1.2903225806451615,0.5517241379310345
Leeds,2025/26,1.0,0.9032258064516131,0.8602150537634409,1.206896551724138
Everton,2025/26,0.896551724137931,1.1612903225806452,0.9032258064516131,0.793103448275862
